"codigointerno","percha","nivel","gaveta","codigoitem","lote","descripcion","cantidad","sw","des_espanol","id"
"P01B38              ","01        ","B         ","B38       ","SF-653.006R         ","200112138                                         ","PLACA BLOQ.  TIBIA PROXIMAL MEDIA 4.5/5.0 MM *06 ORIF.  DER. ACERO                                  ",0,"1         ",NULL,NULL
