"codigointerno","percha","nivel","gaveta","codigoitem","lote","descripcion","cantidad","sw","des_espanol","id","tipo"
"P13NAC2             ","P13       ","NA        ","C2        ","111-157             ","0                                                 ","MANGO DE GUIA 2.5                                                                                   ",1,"2         ","MANGO DE GUIA 2.5                                                                                   ",101,"I  "
