"cantidad","codigointerno","percha","nivel","gaveta","codigoitem","lote","descripcion","cantidad-2"
7.0,"P08F23              ","08  ","F ","F23       ","TBR0052             ","190703848                                         ","TORNILLO DE BLOQ FEMUR RETROGRADO * 52 MM                                                           ",7.0
